Country,Event,Event Link,Event Logo,Country Link,Country Logo,Artist,Artist Link,Song,Song Link,Flag
Monaco,Copenhagen 1964,https://eurovision.tv/event/copenhagen-1964,https://static.eurovision.tv/hb-cgi/images/8d917f45-895a-4740-ba7e-2da2102e608a.png,https://eurovision.tv/country/monaco,https://static.eurovision.tv/hb-cgi/images/8d938865-0070-4944-81e2-d0b76c5b0ff8.svg,Romuald,https://eurovision.tv/participant/romuald,Où Sont-elles Passées?,https://www.youtube.com/watch?v=X4PjuDzqYGA,1
Norway,Copenhagen 1964,https://eurovision.tv/event/copenhagen-1964,https://static.eurovision.tv/hb-cgi/images/8d917f45-895a-4740-ba7e-2da2102e608a.png,https://eurovision.tv/country/norway,https://static.eurovision.tv/hb-cgi/images/8d9387de-68de-403d-b3d0-1bdcf1c361e6.svg,Arne Bendiksen,https://eurovision.tv/participant/arne-bendiksen,Spiral,https://www.youtube.com/watch?v=fCLENL3Plts,1
Portugal,Copenhagen 1964,https://eurovision.tv/event/copenhagen-1964,https://static.eurovision.tv/hb-cgi/images/8d917f45-895a-4740-ba7e-2da2102e608a.png,https://eurovision.tv/country/portugal,https://static.eurovision.tv/hb-cgi/images/8d9387d4-255c-4052-b159-b62ef4ea2394.svg,António Calvário,https://eurovision.tv/participant/antonio-calvario,Oração,https://www.youtube.com/watch?v=qzg0YoVTaLg,1
Spain,Copenhagen 1964,https://eurovision.tv/event/copenhagen-1964,https://static.eurovision.tv/hb-cgi/images/8d917f45-895a-4740-ba7e-2da2102e608a.png,https://eurovision.tv/country/spain,https://static.eurovision.tv/hb-cgi/images/8d9388b1-0d59-43b4-9777-ec7b545077f3.svg,"Tim, Nelly and Tony",https://eurovision.tv/participant/tim-nelly-and-tony,Caracola,https://www.youtube.com/watch?v=DIDnEGbx_e8,1
Switzerland,Copenhagen 1964,https://eurovision.tv/event/copenhagen-1964,https://static.eurovision.tv/hb-cgi/images/8d917f45-895a-4740-ba7e-2da2102e608a.png,https://eurovision.tv/country/switzerland,https://static.eurovision.tv/hb-cgi/images/8d9388bd-8cdd-47ae-9c14-eba17dcc8d6f.svg,Anita Traversi,https://eurovision.tv/participant/anita-traversi-1,I Miei Pensieri,https://www.youtube.com/watch?v=fCLENL3Plts,1
The Netherlands,Copenhagen 1964,https://eurovision.tv/event/copenhagen-1964,https://static.eurovision.tv/hb-cgi/images/8d917f45-895a-4740-ba7e-2da2102e608a.png,https://eurovision.tv/country/the-netherlands,https://static.eurovision.tv/hb-cgi/images/8d9387e9-8829-478f-b985-db9da30f4277.svg,Anneke Grönloh,https://eurovision.tv/participant/anneke-groenloh,Jij Bent Mijn Leven,https://www.youtube.com/watch?v=yV4kJti3vkg,1
United Kingdom,Copenhagen 1964,https://eurovision.tv/event/copenhagen-1964,https://static.eurovision.tv/hb-cgi/images/8d917f45-895a-4740-ba7e-2da2102e608a.png,https://eurovision.tv/country/united-kingdom,https://static.eurovision.tv/hb-cgi/images/8d938882-af21-4fa6-b0d6-35a5fa6a0939.svg,Matt Monro,https://eurovision.tv/participant/matt-monro,I Love The Little Things,https://www.youtube.com/watch?v=fCLENL3Plts,1
Yugoslavia,Copenhagen 1964,https://eurovision.tv/event/copenhagen-1964,https://static.eurovision.tv/hb-cgi/images/8d917f45-895a-4740-ba7e-2da2102e608a.png,https://eurovision.tv/country/yugoslavia,https://static.eurovision.tv/hb-cgi/images/8d9386fc-94b8-4ca9-a2d1-a3fd103b4f3e.svg,Sabahudin Kurt,https://eurovision.tv/participant/sabahudin-kurt,Zivot Je Sklopio Krug,https://www.youtube.com/watch?v=nJDn5dt-TmY,1
Austria,London 1963,https://eurovision.tv/event/london-1963,https://static.eurovision.tv/hb-cgi/images/8d917f45-46b8-4f73-86b2-386d8eb9e71d.png,https://eurovision.tv/country/austria,https://static.eurovision.tv/hb-cgi/images/8d93895c-40a0-4991-b0c2-ece12225bf32.svg,Carmela Corren,https://eurovision.tv/participant/carmela-corren,Vielleicht Geschieht Ein Wunder,https://www.youtube.com/watch?v=-0C4S3XQVf8,1
Belgium,London 1963,https://eurovision.tv/event/london-1963,https://static.eurovision.tv/hb-cgi/images/8d917f45-46b8-4f73-86b2-386d8eb9e71d.png,https://eurovision.tv/country/belgium,https://static.eurovision.tv/hb-cgi/images/8d93893e-237b-427a-b982-a0c7d1c41fde.svg,Jacques Raymond,https://eurovision.tv/participant/jacques-raymond,Waarom,https://www.youtube.com/watch?v=3z1of-XDZuo,1
Denmark,London 1963,https://eurovision.tv/event/london-1963,https://static.eurovision.tv/hb-cgi/images/8d917f45-46b8-4f73-86b2-386d8eb9e71d.png,https://eurovision.tv/country/denmark,https://static.eurovision.tv/hb-cgi/images/8d9388b2-4037-42a1-80d4-9d707d193b52.svg,Grethe and Jørgen Ingmann,https://eurovision.tv/participant/grethe-and-joergen-ingmann,Dansevise,https://www.youtube.com/watch?v=AYyhJvRE3mQ,1
Finland,London 1963,https://eurovision.tv/event/london-1963,https://static.eurovision.tv/hb-cgi/images/8d917f45-46b8-4f73-86b2-386d8eb9e71d.png,https://eurovision.tv/country/finland,https://static.eurovision.tv/hb-cgi/images/8d938883-a75b-4720-8911-8e3796f2a7d1.svg,Laila Halme,https://eurovision.tv/participant/laila-halme,Muistojeni Laulu,https://www.youtube.com/watch?v=ocy5qiGbo_c,1
France,London 1963,https://eurovision.tv/event/london-1963,https://static.eurovision.tv/hb-cgi/images/8d917f45-46b8-4f73-86b2-386d8eb9e71d.png,https://eurovision.tv/country/france,https://static.eurovision.tv/hb-cgi/images/8d938882-e456-4901-a2d2-de3b6ccc7cdb.svg,Alain Barrière,https://eurovision.tv/participant/alain-barriere,Elle était Si Jolie,https://www.youtube.com/watch?v=r8Ul3ndHBiU,1
Germany,London 1963,https://eurovision.tv/event/london-1963,https://static.eurovision.tv/hb-cgi/images/8d917f45-46b8-4f73-86b2-386d8eb9e71d.png,https://eurovision.tv/country/germany,https://static.eurovision.tv/hb-cgi/images/8d9388b6-92cc-4f05-a687-e4ebe31966cb.svg,Heidi Brühl,https://eurovision.tv/participant/heidi-bruehl,Marcel,https://www.youtube.com/watch?v=f3pJ5Mnnlkc,1
Italy,London 1963,https://eurovision.tv/event/london-1963,https://static.eurovision.tv/hb-cgi/images/8d917f45-46b8-4f73-86b2-386d8eb9e71d.png,https://eurovision.tv/country/italy,https://static.eurovision.tv/hb-cgi/images/8d93886a-27ac-4996-bc17-2f12b47b2a0e.svg,Emilio Pericoli,https://eurovision.tv/participant/emilio-pericoli,Uno Per Tutte,https://www.youtube.com/watch?v=rnx0usjjums,1
Luxembourg,London 1963,https://eurovision.tv/event/london-1963,https://static.eurovision.tv/hb-cgi/images/8d917f45-46b8-4f73-86b2-386d8eb9e71d.png,https://eurovision.tv/country/luxembourg,https://static.eurovision.tv/hb-cgi/images/8d938866-ea96-45d3-8670-337b807de746.svg,Nana Mouskouri,https://eurovision.tv/participant/nana-mouskouri,A Force De Prier,https://www.youtube.com/watch?v=znwO9u5Xlqs,1
Monaco,London 1963,https://eurovision.tv/event/london-1963,https://static.eurovision.tv/hb-cgi/images/8d917f45-46b8-4f73-86b2-386d8eb9e71d.png,https://eurovision.tv/country/monaco,https://static.eurovision.tv/hb-cgi/images/8d938865-0070-4944-81e2-d0b76c5b0ff8.svg,Françoise Hardy,https://eurovision.tv/participant/francoise-hardy,L'amour S'en Va,https://www.youtube.com/watch?v=OBe0RBn-YHU,1
Norway,London 1963,https://eurovision.tv/event/london-1963,https://static.eurovision.tv/hb-cgi/images/8d917f45-46b8-4f73-86b2-386d8eb9e71d.png,https://eurovision.tv/country/norway,https://static.eurovision.tv/hb-cgi/images/8d9387de-68de-403d-b3d0-1bdcf1c361e6.svg,Anita Thallaug,https://eurovision.tv/participant/anita-thallaug,Solhverv,https://www.youtube.com/watch?v=YOxn3P08WBQ,1
Spain,London 1963,https://eurovision.tv/event/london-1963,https://static.eurovision.tv/hb-cgi/images/8d917f45-46b8-4f73-86b2-386d8eb9e71d.png,https://eurovision.tv/country/spain,https://static.eurovision.tv/hb-cgi/images/8d9388b1-0d59-43b4-9777-ec7b545077f3.svg,José Guardiola,https://eurovision.tv/participant/jose-guardiola,Algo Prodigioso,https://www.youtube.com/watch?v=6HzkwFbDPns,1
Sweden,London 1963,https://eurovision.tv/event/london-1963,https://static.eurovision.tv/hb-cgi/images/8d917f45-46b8-4f73-86b2-386d8eb9e71d.png,https://eurovision.tv/country/sweden,https://static.eurovision.tv/hb-cgi/images/8d938783-ccc9-42c9-9f74-89c607bb7dfe.svg,Monica Zetterlund,https://eurovision.tv/participant/monica-zetterlund,En Gång I Stockholm,https://www.youtube.com/watch?v=DKqqyMXxC1g,1
Switzerland,London 1963,https://eurovision.tv/event/london-1963,https://static.eurovision.tv/hb-cgi/images/8d917f45-46b8-4f73-86b2-386d8eb9e71d.png,https://eurovision.tv/country/switzerland,https://static.eurovision.tv/hb-cgi/images/8d9388bd-8cdd-47ae-9c14-eba17dcc8d6f.svg,Esther Ofarim,https://eurovision.tv/participant/esther-ofarim,T'en Va Pas,https://www.youtube.com/watch?v=_zXtpp9Qslg,1
The Netherlands,London 1963,https://eurovision.tv/event/london-1963,https://static.eurovision.tv/hb-cgi/images/8d917f45-46b8-4f73-86b2-386d8eb9e71d.png,https://eurovision.tv/country/the-netherlands,https://static.eurovision.tv/hb-cgi/images/8d9387e9-8829-478f-b985-db9da30f4277.svg,Annie Palmen,https://eurovision.tv/participant/annie-palmen,Een Speeldoos,https://www.youtube.com/watch?v=r8Ul3ndHBiU,1
United Kingdom,London 1963,https://eurovision.tv/event/london-1963,https://static.eurovision.tv/hb-cgi/images/8d917f45-46b8-4f73-86b2-386d8eb9e71d.png,https://eurovision.tv/country/united-kingdom,https://static.eurovision.tv/hb-cgi/images/8d938882-af21-4fa6-b0d6-35a5fa6a0939.svg,Ronnie Carroll,https://eurovision.tv/participant/ronnie-carroll-1,Say Wonderful Things,https://www.youtube.com/watch?v=sxyLdSzGFIg,1
Yugoslavia,London 1963,https://eurovision.tv/event/london-1963,https://static.eurovision.tv/hb-cgi/images/8d917f45-46b8-4f73-86b2-386d8eb9e71d.png,https://eurovision.tv/country/yugoslavia,https://static.eurovision.tv/hb-cgi/images/8d9386fc-94b8-4ca9-a2d1-a3fd103b4f3e.svg,Vice Vukov,https://eurovision.tv/participant/vice-vukov,Brodovi,https://www.youtube.com/watch?v=fi0HHCI8698,1
Austria,Luxembourg 1962,https://eurovision.tv/event/luxembourg-1962,https://static.eurovision.tv/hb-cgi/images/8d917f45-5c79-4fdc-9ffe-d248f28003dc.png,https://eurovision.tv/country/austria,https://static.eurovision.tv/hb-cgi/images/8d93895c-40a0-4991-b0c2-ece12225bf32.svg,Eleonore Schwarz,https://eurovision.tv/participant/eleonore-schwarz,Nur In Der Wiener Luft,https://www.youtube.com/watch?v=1cRmfgPeK40,1
Belgium,Luxembourg 1962,https://eurovision.tv/event/luxembourg-1962,https://static.eurovision.tv/hb-cgi/images/8d917f45-5c79-4fdc-9ffe-d248f28003dc.png,https://eurovision.tv/country/belgium,https://static.eurovision.tv/hb-cgi/images/8d93893e-237b-427a-b982-a0c7d1c41fde.svg,Fud Leclerc,https://eurovision.tv/participant/fud-leclerc-3,Ton Nom,https://www.youtube.com/watch?v=nJ5wY_NIEGM,1
Denmark,Luxembourg 1962,https://eurovision.tv/event/luxembourg-1962,https://static.eurovision.tv/hb-cgi/images/8d917f45-5c79-4fdc-9ffe-d248f28003dc.png,https://eurovision.tv/country/denmark,https://static.eurovision.tv/hb-cgi/images/8d9388b2-4037-42a1-80d4-9d707d193b52.svg,Ellen Winther,https://eurovision.tv/participant/ellen-winther,Vuggevise,https://www.youtube.com/watch?v=fdEXLuIFSrA,1
Finland,Luxembourg 1962,https://eurovision.tv/event/luxembourg-1962,https://static.eurovision.tv/hb-cgi/images/8d917f45-5c79-4fdc-9ffe-d248f28003dc.png,https://eurovision.tv/country/finland,https://static.eurovision.tv/hb-cgi/images/8d938883-a75b-4720-8911-8e3796f2a7d1.svg,Marion Rung,https://eurovision.tv/participant/marion-rung,Tipi-tii,https://www.youtube.com/watch?v=EBdQO2RtCKA,1
France,Luxembourg 1962,https://eurovision.tv/event/luxembourg-1962,https://static.eurovision.tv/hb-cgi/images/8d917f45-5c79-4fdc-9ffe-d248f28003dc.png,https://eurovision.tv/country/france,https://static.eurovision.tv/hb-cgi/images/8d938882-e456-4901-a2d2-de3b6ccc7cdb.svg,Isabelle Aubret,https://eurovision.tv/participant/isabelle-aubret,Un Premier Amour,https://www.youtube.com/watch?v=-0OPtdlSMVQ,1
Germany,Luxembourg 1962,https://eurovision.tv/event/luxembourg-1962,https://static.eurovision.tv/hb-cgi/images/8d917f45-5c79-4fdc-9ffe-d248f28003dc.png,https://eurovision.tv/country/germany,https://static.eurovision.tv/hb-cgi/images/8d9388b6-92cc-4f05-a687-e4ebe31966cb.svg,Conny Froboess,https://eurovision.tv/participant/conny-froboess,Zwei Kleine Italiener,https://www.youtube.com/watch?v=CudM7KUkXms,1
Italy,Luxembourg 1962,https://eurovision.tv/event/luxembourg-1962,https://static.eurovision.tv/hb-cgi/images/8d917f45-5c79-4fdc-9ffe-d248f28003dc.png,https://eurovision.tv/country/italy,https://static.eurovision.tv/hb-cgi/images/8d93886a-27ac-4996-bc17-2f12b47b2a0e.svg,Claudio Villa,https://eurovision.tv/participant/claudio-villa,"Addio, Addio",https://www.youtube.com/watch?v=7IViNM-CvlQ,1
Luxembourg,Luxembourg 1962,https://eurovision.tv/event/luxembourg-1962,https://static.eurovision.tv/hb-cgi/images/8d917f45-5c79-4fdc-9ffe-d248f28003dc.png,https://eurovision.tv/country/luxembourg,https://static.eurovision.tv/hb-cgi/images/8d938866-ea96-45d3-8670-337b807de746.svg,Camillo Felgen,https://eurovision.tv/participant/camillo-felgen-1,Petit Bonhomme,https://www.youtube.com/watch?v=iPyam2tNeRg,1
Monaco,Luxembourg 1962,https://eurovision.tv/event/luxembourg-1962,https://static.eurovision.tv/hb-cgi/images/8d917f45-5c79-4fdc-9ffe-d248f28003dc.png,https://eurovision.tv/country/monaco,https://static.eurovision.tv/hb-cgi/images/8d938865-0070-4944-81e2-d0b76c5b0ff8.svg,François Deguelt,https://eurovision.tv/participant/francois-deguelt-1,Dis Rien,https://www.youtube.com/watch?v=Qeyse4ot0h0,1
Norway,Luxembourg 1962,https://eurovision.tv/event/luxembourg-1962,https://static.eurovision.tv/hb-cgi/images/8d917f45-5c79-4fdc-9ffe-d248f28003dc.png,https://eurovision.tv/country/norway,https://static.eurovision.tv/hb-cgi/images/8d9387de-68de-403d-b3d0-1bdcf1c361e6.svg,Inger Jacobsen,https://eurovision.tv/participant/inger-jacobsen,"Kom Sol, Kom Regn",https://www.youtube.com/watch?v=58QSyaUc6Ms,1
Spain,Luxembourg 1962,https://eurovision.tv/event/luxembourg-1962,https://static.eurovision.tv/hb-cgi/images/8d917f45-5c79-4fdc-9ffe-d248f28003dc.png,https://eurovision.tv/country/spain,https://static.eurovision.tv/hb-cgi/images/8d9388b1-0d59-43b4-9777-ec7b545077f3.svg,Victor Balaguer,https://eurovision.tv/participant/victor-balaguer,Llámame,https://www.youtube.com/watch?v=klMKcdPXH7c,1
Sweden,Luxembourg 1962,https://eurovision.tv/event/luxembourg-1962,https://static.eurovision.tv/hb-cgi/images/8d917f45-5c79-4fdc-9ffe-d248f28003dc.png,https://eurovision.tv/country/sweden,https://static.eurovision.tv/hb-cgi/images/8d938783-ccc9-42c9-9f74-89c607bb7dfe.svg,Inger Berggren,https://eurovision.tv/participant/inger-berggren,Sol Och Vår,https://www.youtube.com/watch?v=hP5G3bzqLsg,1
Switzerland,Luxembourg 1962,https://eurovision.tv/event/luxembourg-1962,https://static.eurovision.tv/hb-cgi/images/8d917f45-5c79-4fdc-9ffe-d248f28003dc.png,https://eurovision.tv/country/switzerland,https://static.eurovision.tv/hb-cgi/images/8d9388bd-8cdd-47ae-9c14-eba17dcc8d6f.svg,Jean Philippe,https://eurovision.tv/participant/jean-philippe-1,Le Retour,https://www.youtube.com/watch?v=UMCltpzNK64,1
The Netherlands,Luxembourg 1962,https://eurovision.tv/event/luxembourg-1962,https://static.eurovision.tv/hb-cgi/images/8d917f45-5c79-4fdc-9ffe-d248f28003dc.png,https://eurovision.tv/country/the-netherlands,https://static.eurovision.tv/hb-cgi/images/8d9387e9-8829-478f-b985-db9da30f4277.svg,De Spelbrekers,https://eurovision.tv/participant/de-spelbrekers,Katinka,https://www.youtube.com/watch?v=1lkUnankIuQ,1
United Kingdom,Luxembourg 1962,https://eurovision.tv/event/luxembourg-1962,https://static.eurovision.tv/hb-cgi/images/8d917f45-5c79-4fdc-9ffe-d248f28003dc.png,https://eurovision.tv/country/united-kingdom,https://static.eurovision.tv/hb-cgi/images/8d938882-af21-4fa6-b0d6-35a5fa6a0939.svg,Ronnie Carroll,https://eurovision.tv/participant/ronnie-carroll,Ring-a-ding Girl,https://www.youtube.com/watch?v=ABJgaFnCn40,1
Yugoslavia,Luxembourg 1962,https://eurovision.tv/event/luxembourg-1962,https://static.eurovision.tv/hb-cgi/images/8d917f45-5c79-4fdc-9ffe-d248f28003dc.png,https://eurovision.tv/country/yugoslavia,https://static.eurovision.tv/hb-cgi/images/8d9386fc-94b8-4ca9-a2d1-a3fd103b4f3e.svg,Lola Novakovic,https://eurovision.tv/participant/lola-novakovic,Ne Pali Svetlo U Sumrak,https://www.youtube.com/watch?v=U2iOSDiA8Oo,1
Austria,Cannes 1961,https://eurovision.tv/event/cannes-1961,https://static.eurovision.tv/hb-cgi/images/8d917f45-2f49-4d38-97c5-38f986eba625.png,https://eurovision.tv/country/austria,https://static.eurovision.tv/hb-cgi/images/8d93895c-40a0-4991-b0c2-ece12225bf32.svg,Jimmy Makulis,https://eurovision.tv/participant/jimmy-makulis,Sehnsucht,https://www.youtube.com/watch?v=z13BvCsq9CA,1
Belgium,Cannes 1961,https://eurovision.tv/event/cannes-1961,https://static.eurovision.tv/hb-cgi/images/8d917f45-2f49-4d38-97c5-38f986eba625.png,https://eurovision.tv/country/belgium,https://static.eurovision.tv/hb-cgi/images/8d93893e-237b-427a-b982-a0c7d1c41fde.svg,Bob Benny,https://eurovision.tv/participant/bob-benny-1,"September, Gouden Roos",https://www.youtube.com/watch?v=e0yHLUEFhJY,1
Denmark,Cannes 1961,https://eurovision.tv/event/cannes-1961,https://static.eurovision.tv/hb-cgi/images/8d917f45-2f49-4d38-97c5-38f986eba625.png,https://eurovision.tv/country/denmark,https://static.eurovision.tv/hb-cgi/images/8d9388b2-4037-42a1-80d4-9d707d193b52.svg,Dario Campeotto,https://eurovision.tv/participant/dario-campeotto,Angelique,https://www.youtube.com/watch?v=i3qXSVEVq9w,1
Finland,Cannes 1961,https://eurovision.tv/event/cannes-1961,https://static.eurovision.tv/hb-cgi/images/8d917f45-2f49-4d38-97c5-38f986eba625.png,https://eurovision.tv/country/finland,https://static.eurovision.tv/hb-cgi/images/8d938883-a75b-4720-8911-8e3796f2a7d1.svg,Laila Kinnunen,https://eurovision.tv/participant/laila-kinnunen,Valoa Ikkunassa,https://www.youtube.com/watch?v=moQtWLfmJj8,1
France,Cannes 1961,https://eurovision.tv/event/cannes-1961,https://static.eurovision.tv/hb-cgi/images/8d917f45-2f49-4d38-97c5-38f986eba625.png,https://eurovision.tv/country/france,https://static.eurovision.tv/hb-cgi/images/8d938882-e456-4901-a2d2-de3b6ccc7cdb.svg,Jean-Paul Mauric,https://eurovision.tv/participant/jean-paul-mauric,Printemps (avril Carillonne),https://www.youtube.com/watch?v=Fcp1Dw67u-A,1
Germany,Cannes 1961,https://eurovision.tv/event/cannes-1961,https://static.eurovision.tv/hb-cgi/images/8d917f45-2f49-4d38-97c5-38f986eba625.png,https://eurovision.tv/country/germany,https://static.eurovision.tv/hb-cgi/images/8d9388b6-92cc-4f05-a687-e4ebe31966cb.svg,Lale Andersen,https://eurovision.tv/participant/lale-andersen,Einmal Sehen Wir Uns Wieder,https://www.youtube.com/watch?v=Y-VhN-fWKGE,1
Italy,Cannes 1961,https://eurovision.tv/event/cannes-1961,https://static.eurovision.tv/hb-cgi/images/8d917f45-2f49-4d38-97c5-38f986eba625.png,https://eurovision.tv/country/italy,https://static.eurovision.tv/hb-cgi/images/8d93886a-27ac-4996-bc17-2f12b47b2a0e.svg,Betty Curtis,https://eurovision.tv/participant/betty-curtis,Al Di Là,https://www.youtube.com/watch?v=AYkPNLnCK3o,1
Luxembourg,Cannes 1961,https://eurovision.tv/event/cannes-1961,https://static.eurovision.tv/hb-cgi/images/8d917f45-2f49-4d38-97c5-38f986eba625.png,https://eurovision.tv/country/luxembourg,https://static.eurovision.tv/hb-cgi/images/8d938866-ea96-45d3-8670-337b807de746.svg,Jean-Claude Pascal,https://eurovision.tv/participant/jean-claude-pascal,Nous Les Amoureux,https://www.youtube.com/watch?v=g5ZDbEBt3iY,1
Monaco,Cannes 1961,https://eurovision.tv/event/cannes-1961,https://static.eurovision.tv/hb-cgi/images/8d917f45-2f49-4d38-97c5-38f986eba625.png,https://eurovision.tv/country/monaco,https://static.eurovision.tv/hb-cgi/images/8d938865-0070-4944-81e2-d0b76c5b0ff8.svg,Colette Deréal,https://eurovision.tv/participant/colette-dereal,"Allons, Allons Les Enfants",https://www.youtube.com/watch?v=hbmvZ2JZtRc,1
Norway,Cannes 1961,https://eurovision.tv/event/cannes-1961,https://static.eurovision.tv/hb-cgi/images/8d917f45-2f49-4d38-97c5-38f986eba625.png,https://eurovision.tv/country/norway,https://static.eurovision.tv/hb-cgi/images/8d9387de-68de-403d-b3d0-1bdcf1c361e6.svg,Nora Brockstedt,https://eurovision.tv/participant/nora-brockstedt-1,Sommer I Palma,https://www.youtube.com/watch?v=5i_BCD46-fo,1
Spain,Cannes 1961,https://eurovision.tv/event/cannes-1961,https://static.eurovision.tv/hb-cgi/images/8d917f45-2f49-4d38-97c5-38f986eba625.png,https://eurovision.tv/country/spain,https://static.eurovision.tv/hb-cgi/images/8d9388b1-0d59-43b4-9777-ec7b545077f3.svg,Conchita Bautista,https://eurovision.tv/participant/conchita-bautista,Estando Contigo,https://www.youtube.com/watch?v=FAvnLCTvIwo,1
Sweden,Cannes 1961,https://eurovision.tv/event/cannes-1961,https://static.eurovision.tv/hb-cgi/images/8d917f45-2f49-4d38-97c5-38f986eba625.png,https://eurovision.tv/country/sweden,https://static.eurovision.tv/hb-cgi/images/8d938783-ccc9-42c9-9f74-89c607bb7dfe.svg,Lill-Babs,https://eurovision.tv/participant/lill-babs,"April, April",https://www.youtube.com/watch?v=MFZ_3P3r1Ek,1
Switzerland,Cannes 1961,https://eurovision.tv/event/cannes-1961,https://static.eurovision.tv/hb-cgi/images/8d917f45-2f49-4d38-97c5-38f986eba625.png,https://eurovision.tv/country/switzerland,https://static.eurovision.tv/hb-cgi/images/8d9388bd-8cdd-47ae-9c14-eba17dcc8d6f.svg,Franca di Rienzo,https://eurovision.tv/participant/franca-di-rienzo,Nous Aurons Demain,https://www.youtube.com/watch?v=18tnQEEMWeM,1
The Netherlands,Cannes 1961,https://eurovision.tv/event/cannes-1961,https://static.eurovision.tv/hb-cgi/images/8d917f45-2f49-4d38-97c5-38f986eba625.png,https://eurovision.tv/country/the-netherlands,https://static.eurovision.tv/hb-cgi/images/8d9387e9-8829-478f-b985-db9da30f4277.svg,Greetje Kauffeld,https://eurovision.tv/participant/greetje-kauffeld,Wat Een Dag,https://www.youtube.com/watch?v=27HRbB5_L-Y,1
United Kingdom,Cannes 1961,https://eurovision.tv/event/cannes-1961,https://static.eurovision.tv/hb-cgi/images/8d917f45-2f49-4d38-97c5-38f986eba625.png,https://eurovision.tv/country/united-kingdom,https://static.eurovision.tv/hb-cgi/images/8d938882-af21-4fa6-b0d6-35a5fa6a0939.svg,The Allisons,https://eurovision.tv/participant/the-allisons,Are You Sure?,https://www.youtube.com/watch?v=jVChwqIB72M,1
Yugoslavia,Cannes 1961,https://eurovision.tv/event/cannes-1961,https://static.eurovision.tv/hb-cgi/images/8d917f45-2f49-4d38-97c5-38f986eba625.png,https://eurovision.tv/country/yugoslavia,https://static.eurovision.tv/hb-cgi/images/8d9386fc-94b8-4ca9-a2d1-a3fd103b4f3e.svg,Ljiljana Petrovic,https://eurovision.tv/participant/ljiljana-petrovic,Neke Davne Zvezde,https://www.youtube.com/watch?v=QsAYRYmtZKU,1
Austria,London 1960,https://eurovision.tv/event/london-1960,https://static.eurovision.tv/hb-cgi/images/8d917f44-d92d-494e-b00b-305de7d1b6da.png,https://eurovision.tv/country/austria,https://static.eurovision.tv/hb-cgi/images/8d93895c-40a0-4991-b0c2-ece12225bf32.svg,Harry Winter,https://eurovision.tv/participant/harry-winter,Du Hast Mich So Fasziniert,https://www.youtube.com/watch?v=HrSSVxKb-ow,1
Belgium,London 1960,https://eurovision.tv/event/london-1960,https://static.eurovision.tv/hb-cgi/images/8d917f44-d92d-494e-b00b-305de7d1b6da.png,https://eurovision.tv/country/belgium,https://static.eurovision.tv/hb-cgi/images/8d93893e-237b-427a-b982-a0c7d1c41fde.svg,Fud Leclerc,https://eurovision.tv/participant/fud-leclerc-2,Mon Amour Pour Toi,https://www.youtube.com/watch?v=CtOHREoSyao,1
Denmark,London 1960,https://eurovision.tv/event/london-1960,https://static.eurovision.tv/hb-cgi/images/8d917f44-d92d-494e-b00b-305de7d1b6da.png,https://eurovision.tv/country/denmark,https://static.eurovision.tv/hb-cgi/images/8d9388b2-4037-42a1-80d4-9d707d193b52.svg,Katy Bødtger,https://eurovision.tv/participant/katy-boedtger,Det Var En Yndig Tid,https://www.youtube.com/watch?v=WgBhdYQkIr0,1
France,London 1960,https://eurovision.tv/event/london-1960,https://static.eurovision.tv/hb-cgi/images/8d917f44-d92d-494e-b00b-305de7d1b6da.png,https://eurovision.tv/country/france,https://static.eurovision.tv/hb-cgi/images/8d938882-e456-4901-a2d2-de3b6ccc7cdb.svg,Jacqueline Boyer,https://eurovision.tv/participant/jacqueline-boyer,Tom Pillibi,https://www.youtube.com/watch?v=RYxRIujyKgg,1
Germany,London 1960,https://eurovision.tv/event/london-1960,https://static.eurovision.tv/hb-cgi/images/8d917f44-d92d-494e-b00b-305de7d1b6da.png,https://eurovision.tv/country/germany,https://static.eurovision.tv/hb-cgi/images/8d9388b6-92cc-4f05-a687-e4ebe31966cb.svg,Wyn Hoop,https://eurovision.tv/participant/wyn-hoop,"Bonne Nuit, Ma Chérie!",https://www.youtube.com/watch?v=3dP6ASCSLSk,1
Italy,London 1960,https://eurovision.tv/event/london-1960,https://static.eurovision.tv/hb-cgi/images/8d917f44-d92d-494e-b00b-305de7d1b6da.png,https://eurovision.tv/country/italy,https://static.eurovision.tv/hb-cgi/images/8d93886a-27ac-4996-bc17-2f12b47b2a0e.svg,Renato Rascel,https://eurovision.tv/participant/renato-rascel,Romantica,https://www.youtube.com/watch?v=JfeQAUOktng,1
Luxembourg,London 1960,https://eurovision.tv/event/london-1960,https://static.eurovision.tv/hb-cgi/images/8d917f44-d92d-494e-b00b-305de7d1b6da.png,https://eurovision.tv/country/luxembourg,https://static.eurovision.tv/hb-cgi/images/8d938866-ea96-45d3-8670-337b807de746.svg,Camillo Felgen,https://eurovision.tv/participant/camillo-felgen,So Laang We's Du Do Bast,https://www.youtube.com/watch?v=ATRRjLG6T3M,1
Monaco,London 1960,https://eurovision.tv/event/london-1960,https://static.eurovision.tv/hb-cgi/images/8d917f44-d92d-494e-b00b-305de7d1b6da.png,https://eurovision.tv/country/monaco,https://static.eurovision.tv/hb-cgi/images/8d938865-0070-4944-81e2-d0b76c5b0ff8.svg,François Deguelt,https://eurovision.tv/participant/francois-deguelt,Ce Soir-là,https://www.youtube.com/watch?v=gyQCe4FNB9g,1
